,position_detail_symbol,position_detail_report_date,position_detail_position_symbol,position_detail_name,position_detail_value,position_detail_amount,position_detail_value_percent,position_detail_net_value_percent,position_detail_stat_date,position_detail_type,position_detail_investment_type
665,260108.OF,2013-08-26,000826.SZ,启迪环境,53474423.38,1657094.0,0.032974,2.49,2013-06-30,股票,0.0
666,260108.OF,2013-08-26,000024.SZ,招商地产,38077449.92,1568264.0,0.02348,1.77,2013-06-30,股票,0.0
667,260108.OF,2014-03-26,601877.SH,正泰电器,75906342.24,3050898.0,0.050767,3.56,2013-12-31,股票,0.0
668,260108.OF,2014-03-26,600885.SH,宏发股份,12216117.76,658196.0,0.00817,0.57,2013-12-31,股票,0.0
669,260108.OF,2014-03-26,600557.SH,康缘药业,38020680.36,1249858.0,0.025429,1.79,2013-12-31,股票,0.0
670,260108.OF,2014-03-26,600438.SH,通威股份,44491389.75,4971105.0,0.029756,2.09,2013-12-31,股票,0.0
671,260108.OF,2014-03-26,600104.SH,上汽集团,56587940.64,4001976.0,0.037847,2.66,2013-12-31,股票,0.0
672,260108.OF,2014-03-26,002462.SZ,嘉事堂,22266640.55,1479511.0,0.014892,1.05,2013-12-31,股票,0.0
673,260108.OF,2014-03-26,002174.SZ,游族网络,21018130.0,422900.0,0.014057,0.99,2013-12-31,股票,0.0
674,260108.OF,2014-03-26,000893.SZ,亚钾国际,18918965.08,1092319.0,0.012653,0.89,2013-12-31,股票,0.0
675,260108.OF,2014-03-26,000651.SZ,格力电器,94860741.38,2904493.0,0.063444,4.45,2013-12-31,股票,0.0
676,260108.OF,2014-03-26,000099.SZ,中信海直,51699058.95,6103785.0,0.034577,2.43,2013-12-31,股票,0.0
677,260108.OF,2014-03-26,601006.SH,大秦铁路,80303198.52,10866468.0,0.053707,3.77,2013-12-31,股票,0.0
678,260108.OF,2014-03-26,600983.SH,惠而浦,56830955.04,3781168.0,0.038009,2.67,2013-12-31,股票,0.0
679,260108.OF,2014-03-26,600704.SH,物产中大,55905787.0,4925620.0,0.03739,2.62,2013-12-31,股票,0.0
680,260108.OF,2014-03-26,600600.SH,青岛啤酒,33902231.55,692589.0,0.022674,1.59,2013-12-31,股票,0.0
681,260108.OF,2014-03-26,600566.SH,济川药业,33910861.3,1700645.0,0.02268,1.59,2013-12-31,股票,0.0
682,260108.OF,2014-03-26,002484.SZ,江海股份,1376301.0,68100.0,0.00092,0.06,2013-12-31,股票,0.0
683,260108.OF,2014-03-26,002456.SZ,欧菲光,33618816.0,739200.0,0.022485,1.58,2013-12-31,股票,0.0
684,260108.OF,2014-03-26,002049.SZ,紫光国微,26491728.06,536487.0,0.017718,1.24,2013-12-31,股票,0.0
685,260108.OF,2014-03-26,000625.SZ,长安汽车,42526479.35,3714103.0,0.028442,2.0,2013-12-31,股票,0.0
686,260108.OF,2014-03-26,000333.SZ,美的集团,67447250.0,1348945.0,0.045109,3.17,2013-12-31,股票,0.0
687,260108.OF,2014-03-26,600309.SH,万华化学,47003945.4,2270722.0,0.031437,2.21,2013-12-31,股票,0.0
688,260108.OF,2014-03-26,600276.SH,恒瑞医药,33080580.0,871000.0,0.022125,1.55,2013-12-31,股票,0.0
689,260108.OF,2014-03-26,300157.SZ,恒泰艾普,55594486.15,2370767.0,0.037182,2.61,2013-12-31,股票,0.0
690,260108.OF,2014-03-26,300124.SZ,汇川技术,56236438.79,961471.0,0.037611,2.64,2013-12-31,股票,0.0
691,260108.OF,2014-03-26,300050.SZ,世纪鼎利,62930.94,5253.0,4.2e-05,0.0,2013-12-31,股票,0.0
692,260108.OF,2014-03-26,300005.SZ,探路者,17490000.0,1100000.0,0.011697,0.82,2013-12-31,股票,0.0
693,260108.OF,2014-03-26,130311.IB,13进出11,49540000.0,500000.0,0.497714,2.33,2013-12-31,债券,0.0
694,260108.OF,2014-03-26,130201.IB,13国开01,49995000.0,500000.0,0.502286,2.35,2013-12-31,债券,0.0
695,260108.OF,2014-03-26,002701.SZ,奥瑞金,60910532.0,1591600.0,0.040738,2.86,2013-12-31,股票,0.0
696,260108.OF,2014-03-26,002567.SZ,唐人神,51343700.17,5444719.0,0.034339,2.41,2013-12-31,股票,0.0
697,260108.OF,2014-03-26,002400.SZ,省广集团,262957.5,7254.0,0.000176,0.01,2013-12-31,股票,0.0
698,260108.OF,2014-03-26,002385.SZ,大北农,93046362.15,5690909.0,0.06223,4.37,2013-12-31,股票,0.0
699,260108.OF,2014-03-26,002292.SZ,奥飞娱乐,4095564.0,125400.0,0.002739,0.19,2013-12-31,股票,0.0
700,260108.OF,2014-03-26,002069.SZ,獐子岛,7295000.0,500000.0,0.004879,0.34,2013-12-31,股票,0.0
701,260108.OF,2014-03-26,002023.SZ,海特高新,78182738.8,4561420.0,0.052289,3.67,2013-12-31,股票,0.0
702,260108.OF,2014-03-26,000970.SZ,中科三环,37247504.64,2900896.0,0.024911,1.75,2013-12-31,股票,0.0
703,260108.OF,2014-03-26,000921.SZ,海信家电,23320000.0,2000000.0,0.015597,1.09,2013-12-31,股票,0.0
704,260108.OF,2014-03-26,000550.SZ,江铃汽车,61722922.8,2429080.0,0.041281,2.9,2013-12-31,股票,0.0
705,260108.OF,2014-08-25,600438.SH,通威股份,47175786.45,4971105.0,0.036793,2.63,2014-06-30,股票,0.0
706,260108.OF,2014-08-25,600420.SH,现代制药,9004522.45,485419.0,0.007023,0.5,2014-06-30,股票,0.0
707,260108.OF,2014-08-25,600352.SH,浙江龙盛,55992259.95,3467013.0,0.043669,3.12,2014-06-30,股票,0.0
708,260108.OF,2014-08-25,600329.SH,中新药业,25963966.24,1676176.0,0.020249,1.45,2014-06-30,股票,0.0
709,260108.OF,2014-08-25,600261.SH,阳光照明,19646370.12,1988499.0,0.015322,1.1,2014-06-30,股票,0.0
710,260108.OF,2014-08-25,600079.SH,人福医药,70408657.65,2358749.0,0.054912,3.93,2014-06-30,股票,0.0
711,260108.OF,2014-08-25,600050.SH,中国联通,56906556.67,17618129.0,0.044382,3.18,2014-06-30,股票,0.0
712,260108.OF,2014-08-25,300142.SZ,沃森生物,13795658.98,397226.0,0.010759,0.77,2014-06-30,股票,0.0
713,260108.OF,2014-08-25,300124.SZ,汇川技术,46233439.2,1481841.0,0.036058,2.58,2014-06-30,股票,0.0
714,260108.OF,2014-08-25,300083.SZ,创世纪,46729370.64,2157404.0,0.036445,2.61,2014-06-30,股票,0.0
715,260108.OF,2014-08-25,300058.SZ,蓝色光标,18578000.0,700000.0,0.014489,1.04,2014-06-30,股票,0.0
716,260108.OF,2014-08-25,300011.SZ,鼎汉技术,15981438.2,1342978.0,0.012464,0.89,2014-06-30,股票,0.0
717,260108.OF,2014-08-25,002392.SZ,北京利尔,37570723.42,4088218.0,0.029302,2.1,2014-06-30,股票,0.0
718,260108.OF,2014-08-25,002390.SZ,信邦制药,2434096.26,114438.0,0.001898,0.14,2014-06-30,股票,0.0
719,260108.OF,2014-08-25,002048.SZ,宁波华翔,55180108.7,3703363.0,0.043035,3.08,2014-06-30,股票,0.0
720,260108.OF,2014-08-25,002020.SZ,京新药业,10335600.0,574200.0,0.008061,0.58,2014-06-30,股票,0.0
721,260108.OF,2014-08-25,000977.SZ,浪潮信息,52474428.16,2129644.0,0.040925,2.93,2014-06-30,股票,0.0
722,260108.OF,2014-08-25,600886.SH,国投电力,36354396.3,7128313.0,0.028353,2.03,2014-06-30,股票,0.0
723,260108.OF,2014-08-25,600742.SH,一汽富维,27618695.91,1336173.0,0.02154,1.54,2014-06-30,股票,0.0
724,260108.OF,2014-08-25,300219.SZ,鸿利智汇,28981570.5,2146783.0,0.022603,1.62,2014-06-30,股票,0.0
725,260108.OF,2014-08-25,002701.SZ,奥瑞金,36744455.46,1821738.0,0.028657,2.05,2014-06-30,股票,0.0
726,260108.OF,2014-08-25,002521.SZ,齐峰新材,29398759.24,2902148.0,0.022928,1.64,2014-06-30,股票,0.0
727,260108.OF,2014-08-25,002484.SZ,江海股份,2022297.6,108960.0,0.001577,0.11,2014-06-30,股票,0.0
728,260108.OF,2014-08-25,002296.SZ,辉煌科技,39291486.0,1511211.0,0.030644,2.19,2014-06-30,股票,0.0
729,260108.OF,2014-08-25,002104.SZ,恒宝股份,1835540.0,93650.0,0.001432,0.1,2014-06-30,股票,0.0
730,260108.OF,2014-08-25,000915.SZ,山大华特,2617224.0,97950.0,0.002041,0.15,2014-06-30,股票,0.0
731,260108.OF,2014-08-25,000541.SZ,佛山照明,63368268.96,6362276.0,0.049421,3.54,2014-06-30,股票,0.0
732,260108.OF,2014-08-25,000516.SZ,国际医学,16826436.48,2503934.0,0.013123,0.94,2014-06-30,股票,0.0
733,260108.OF,2014-08-25,600983.SH,惠而浦,32019635.12,2466844.0,0.024972,1.79,2014-06-30,股票,0.0
734,260108.OF,2014-08-25,600787.SH,中储股份,24937560.0,1908000.0,0.019449,1.39,2014-06-30,股票,0.0
735,260108.OF,2014-08-25,600138.SH,中青旅,14104706.22,647599.0,0.011,0.79,2014-06-30,股票,0.0
736,260108.OF,2014-08-25,300207.SZ,欣旺达,30119770.8,1031499.0,0.023491,1.68,2014-06-30,股票,0.0
737,260108.OF,2014-08-25,002462.SZ,嘉事堂,8192800.0,440000.0,0.00639,0.46,2014-06-30,股票,0.0
738,260108.OF,2014-08-25,002421.SZ,达实智能,6972882.28,273661.0,0.005438,0.39,2014-06-30,股票,0.0
739,260108.OF,2014-08-25,002385.SZ,大北农,57416382.24,5054259.0,0.044779,3.2,2014-06-30,股票,0.0
740,260108.OF,2014-08-25,002038.SZ,双鹭药业,43869493.31,984283.0,0.034214,2.45,2014-06-30,股票,0.0
741,260108.OF,2014-08-25,002023.SZ,海特高新,63627371.6,3331276.0,0.049623,3.55,2014-06-30,股票,0.0
742,260108.OF,2014-08-25,000553.SZ,安道麦A,42783282.4,3688214.0,0.033367,2.39,2014-06-30,股票,0.0
743,260108.OF,2014-08-25,000538.SZ,云南白药,88689940.2,1699041.0,0.06917,4.95,2014-06-30,股票,0.0
744,260108.OF,2015-03-31,601788.SH,光大证券,16401938.0,574700.0,0.011002,0.96,2014-12-31,股票,0.0
745,260108.OF,2015-03-31,601336.SH,新华保险,60512760.0,1221000.0,0.040591,3.56,2014-12-31,股票,0.0
746,260108.OF,2015-03-31,600867.SH,通化东宝,3915600.0,251000.0,0.002626,0.23,2014-12-31,股票,0.0
747,260108.OF,2015-03-31,300032.SZ,金龙机电,26511055.0,1433030.0,0.017783,1.56,2014-12-31,股票,0.0
748,260108.OF,2015-03-31,300011.SZ,鼎汉技术,67446715.5,3330702.0,0.045242,3.97,2014-12-31,股票,0.0
749,260108.OF,2015-03-31,300009.SZ,安科生物,20394245.01,1213221.0,0.01368,1.2,2014-12-31,股票,0.0
750,260108.OF,2015-03-31,002450.SZ,*ST康得,40883362.07,1411231.0,0.027424,2.4,2014-12-31,股票,0.0
751,260108.OF,2015-03-31,002400.SZ,省广集团,61994901.21,2860863.0,0.041585,3.65,2014-12-31,股票,0.0
752,260108.OF,2015-03-31,000977.SZ,浪潮信息,79606092.72,2129644.0,0.053398,4.68,2014-12-31,股票,0.0
753,260108.OF,2015-03-31,000915.SZ,山大华特,36754022.4,1409280.0,0.024654,2.16,2014-12-31,股票,0.0
754,260108.OF,2015-03-31,000002.SZ,万科A,150064761.4,10796026.0,0.10066,8.83,2014-12-31,股票,0.0
755,260108.OF,2015-03-31,601888.SH,中国中免,17379980.4,391441.0,0.011658,1.02,2014-12-31,股票,0.0
756,260108.OF,2015-03-31,601628.SH,中国人寿,45248681.7,1324998.0,0.030352,2.66,2014-12-31,股票,0.0
757,260108.OF,2015-03-31,600674.SH,川投能源,19839729.42,957054.0,0.013308,1.17,2014-12-31,股票,0.0
758,260108.OF,2015-03-31,600383.SH,金地集团,56698572.0,4969200.0,0.038032,3.34,2014-12-31,股票,0.0
759,260108.OF,2015-03-31,600048.SH,保利地产,63507990.0,5869500.0,0.0426,3.74,2014-12-31,股票,0.0
760,260108.OF,2015-03-31,300058.SZ,蓝色光标,61698151.68,2921314.0,0.041386,3.63,2014-12-31,股票,0.0
761,260108.OF,2015-03-31,002736.SZ,国信证券,76200.0,7500.0,5.1e-05,0.0,2014-12-31,股票,0.0
762,260108.OF,2015-03-31,002475.SZ,立讯精密,43543158.88,1573091.0,0.029208,2.56,2014-12-31,股票,0.0
763,260108.OF,2015-03-31,002174.SZ,游族网络,25187722.87,521377.0,0.016895,1.48,2014-12-31,股票,0.0
764,260108.OF,2015-03-31,002101.SZ,广东鸿图,20666767.45,1303897.0,0.013863,1.22,2014-12-31,股票,0.0
765,260108.OF,2015-03-31,002090.SZ,金智科技,44864227.34,3146159.0,0.030094,2.64,2014-12-31,股票,0.0
766,260108.OF,2015-03-31,000826.SZ,启迪环境,44743670.1,1635966.0,0.030013,2.63,2014-12-31,股票,0.0
767,260108.OF,2015-03-31,000069.SZ,华侨城A,98932292.25,11991793.0,0.066361,5.82,2014-12-31,股票,0.0
768,260108.OF,2015-03-31,601601.SH,中国太保,59910040.0,1854800.0,0.040186,3.52,2014-12-31,股票,0.0
769,260108.OF,2015-03-31,601318.SH,中国平安,118497979.26,1586106.0,0.079486,6.97,2014-12-31,股票,0.0
770,260108.OF,2015-03-31,601231.SH,环旭电子,18989680.71,632357.0,0.012738,1.12,2014-12-31,股票,0.0
771,260108.OF,2015-03-31,600983.SH,惠而浦,47852953.2,3890484.0,0.032099,2.81,2014-12-31,股票,0.0
772,260108.OF,2015-03-31,600109.SH,国金证券,14929576.0,754400.0,0.010014,0.88,2014-12-31,股票,0.0
773,260108.OF,2015-03-31,600030.SH,中信证券,23245230.0,685700.0,0.015592,1.37,2014-12-31,股票,0.0
774,260108.OF,2015-03-31,002709.SZ,天赐材料,20020673.9,631567.0,0.013429,1.18,2014-12-31,股票,0.0
775,260108.OF,2015-03-31,002296.SZ,辉煌科技,24370911.95,1429379.0,0.016347,1.43,2014-12-31,股票,0.0
776,260108.OF,2015-03-31,002285.SZ,世联行,15720544.96,1045249.0,0.010545,0.92,2014-12-31,股票,0.0
777,260108.OF,2015-03-31,002055.SZ,得润电子,32077846.7,2826242.0,0.021517,1.89,2014-12-31,股票,0.0
778,260108.OF,2015-03-31,000413.SZ,东旭光电,8321467.0,1129100.0,0.005582,0.49,2014-12-31,股票,0.0
779,260108.OF,2015-08-29,600804.SH,鹏博士,20902000.0,700000.0,0.017391,1.62,2015-06-30,股票,0.0
780,260108.OF,2015-08-29,600570.SH,恒生电子,31374000.0,280000.0,0.026104,2.43,2015-06-30,股票,0.0
781,260108.OF,2015-08-29,600525.SH,长园集团,61710000.0,3000000.0,0.051344,4.78,2015-06-30,股票,0.0
782,260108.OF,2015-08-29,300299.SZ,富春股份,15948000.0,600000.0,0.013269,1.23,2015-06-30,股票,0.0
783,260108.OF,2015-08-29,002572.SZ,索菲亚,115890000.0,3000000.0,0.096423,8.97,2015-06-30,股票,0.0
784,260108.OF,2015-08-29,002470.SZ,*ST金正,21708480.3,999930.0,0.018062,1.68,2015-06-30,股票,0.0
785,260108.OF,2015-08-29,002303.SZ,美盈森,75557430.96,1999932.0,0.062865,5.85,2015-06-30,股票,0.0
786,260108.OF,2015-08-29,002250.SZ,联化科技,44800000.0,2000000.0,0.037274,3.47,2015-06-30,股票,0.0
787,260108.OF,2015-08-29,002215.SZ,诺普信,56922516.0,3299856.0,0.047361,4.41,2015-06-30,股票,0.0
788,260108.OF,2015-08-29,000977.SZ,浪潮信息,29550000.0,1000000.0,0.024586,2.29,2015-06-30,股票,0.0
789,260108.OF,2015-08-29,600705.SH,中航资本,13890000.0,600000.0,0.011557,1.08,2015-06-30,股票,0.0
790,260108.OF,2015-08-29,300284.SZ,苏交科,20380020.38,1000001.0,0.016957,1.58,2015-06-30,股票,0.0
791,260108.OF,2015-08-29,300145.SZ,中金环境,43948901.25,999975.0,0.036566,3.4,2015-06-30,股票,0.0
792,260108.OF,2015-08-29,300124.SZ,汇川技术,71993856.0,1499872.0,0.0599,5.57,2015-06-30,股票,0.0
793,260108.OF,2015-08-29,002616.SZ,长青集团,44547059.7,1499901.0,0.037064,3.45,2015-06-30,股票,0.0
794,260108.OF,2015-08-29,002251.SZ,步步高,80518096.8,3299922.0,0.066993,6.23,2015-06-30,股票,0.0
795,260108.OF,2015-08-29,002174.SZ,游族网络,37104000.0,400000.0,0.030871,2.87,2015-06-30,股票,0.0
796,260108.OF,2015-08-29,002081.SZ,金螳螂,56378449.55,1999945.0,0.046908,4.37,2015-06-30,股票,0.0
797,260108.OF,2015-08-29,000902.SZ,新洋丰,21720000.0,800000.0,0.018071,1.68,2015-06-30,股票,0.0
798,260108.OF,2015-08-29,000024.SZ,招商地产,23352700.0,639800.0,0.01943,1.81,2015-06-30,股票,0.0
799,260108.OF,2015-08-29,300188.SZ,美亚柏科,21093600.0,705000.0,0.01755,1.63,2015-06-30,股票,0.0
800,260108.OF,2015-08-29,300032.SZ,金龙机电,61776000.0,1800000.0,0.051399,4.78,2015-06-30,股票,0.0
801,260108.OF,2015-08-29,300011.SZ,鼎汉技术,35420000.0,1000000.0,0.02947,2.74,2015-06-30,股票,0.0
802,260108.OF,2015-08-29,002475.SZ,立讯精密,50715000.0,1500000.0,0.042196,3.93,2015-06-30,股票,0.0
803,260108.OF,2015-08-29,002311.SZ,海大集团,67571000.0,4900000.0,0.05622,5.23,2015-06-30,股票,0.0
804,260108.OF,2015-08-29,000958.SZ,东方能源,77125000.0,2500000.0,0.064169,5.97,2015-06-30,股票,0.0
805,260108.OF,2016-03-29,300203.SZ,聚光科技,10986070.23,320387.0,0.011313,0.96,2015-12-31,股票,0.0
806,260108.OF,2016-03-29,300048.SZ,合康新能,36300610.19,1713101.0,0.037382,3.16,2015-12-31,股票,0.0
807,260108.OF,2016-03-29,002250.SZ,联化科技,45288000.0,2400000.0,0.046637,3.94,2015-12-31,股票,0.0
808,260108.OF,2016-03-29,000977.SZ,浪潮信息,19026000.0,600000.0,0.019593,1.66,2015-12-31,股票,0.0
809,260108.OF,2016-03-29,000568.SZ,泸州老窖,34258770.48,1263229.0,0.035279,2.98,2015-12-31,股票,0.0
810,260108.OF,2016-03-29,600702.SH,ST舍得,11746896.21,513189.0,0.012097,1.02,2015-12-31,股票,0.0
811,260108.OF,2016-03-29,300359.SZ,全通教育,33190992.48,385404.0,0.03418,2.89,2015-12-31,股票,0.0
812,260108.OF,2016-03-29,300284.SZ,苏交科,10840000.0,500000.0,0.011163,0.94,2015-12-31,股票,0.0
813,260108.OF,2016-03-29,300232.SZ,洲明科技,8768641.7,224090.0,0.00903,0.76,2015-12-31,股票,0.0
814,260108.OF,2016-03-29,300145.SZ,中金环境,57144000.0,1200000.0,0.058846,4.97,2015-12-31,股票,0.0
815,260108.OF,2016-03-29,002672.SZ,东江环保,35887472.5,1779250.0,0.036956,3.12,2015-12-31,股票,0.0
816,260108.OF,2016-03-29,002573.SZ,清新环境,33660134.64,1500006.0,0.034663,2.93,2015-12-31,股票,0.0
817,260108.OF,2016-03-29,002572.SZ,索菲亚,66839307.6,1550796.0,0.06883,5.81,2015-12-31,股票,0.0
818,260108.OF,2016-03-29,002475.SZ,立讯精密,1597500.0,50000.0,0.001645,0.14,2015-12-31,股票,0.0
819,260108.OF,2016-03-29,002462.SZ,嘉事堂,10124000.0,200000.0,0.010426,0.88,2015-12-31,股票,0.0
820,260108.OF,2016-03-29,002400.SZ,省广集团,11718164.65,465931.0,0.012067,1.02,2015-12-31,股票,0.0
821,260108.OF,2016-03-29,002303.SZ,美盈森,20475000.0,1500000.0,0.021085,1.78,2015-12-31,股票,0.0
822,260108.OF,2016-03-29,002236.SZ,大华股份,35084520.0,950800.0,0.03613,3.05,2015-12-31,股票,0.0
823,260108.OF,2016-03-29,002215.SZ,诺普信,28770000.0,1500000.0,0.029627,2.5,2015-12-31,股票,0.0
824,260108.OF,2016-03-29,001979.SZ,招商蛇口,21364645.12,1024192.0,0.022001,1.86,2015-12-31,股票,0.0
825,260108.OF,2016-03-29,000902.SZ,新洋丰,30448995.15,999967.0,0.031356,2.65,2015-12-31,股票,0.0
826,260108.OF,2016-03-29,603899.SH,晨光文具,17827088.94,423849.0,0.018358,1.55,2015-12-31,股票,0.0
827,260108.OF,2016-03-29,600804.SH,鹏博士,56335260.92,2375011.0,0.058013,4.9,2015-12-31,股票,0.0
828,260108.OF,2016-03-29,600566.SH,济川药业,24812624.28,897058.0,0.025552,2.16,2015-12-31,股票,0.0
829,260108.OF,2016-03-29,600525.SH,长园集团,21654500.0,1150000.0,0.022299,1.88,2015-12-31,股票,0.0
830,260108.OF,2016-03-29,600478.SH,科力远,21920000.0,1000000.0,0.022573,1.91,2015-12-31,股票,0.0
831,260108.OF,2016-03-29,600201.SH,生物股份,38860202.16,1051128.0,0.040018,3.38,2015-12-31,股票,0.0
832,260108.OF,2016-03-29,002616.SZ,长青集团,61166473.63,2296901.0,0.062988,5.32,2015-12-31,股票,0.0
833,260108.OF,2016-03-29,002311.SZ,海大集团,68453000.0,4900000.0,0.070492,5.96,2015-12-31,股票,0.0
834,260108.OF,2016-03-29,002174.SZ,游族网络,37292000.0,400000.0,0.038403,3.24,2015-12-31,股票,0.0
835,260108.OF,2016-03-29,000958.SZ,东方能源,59235474.8,2303090.0,0.061,5.15,2015-12-31,股票,0.0
836,260108.OF,2016-08-27,603899.SH,晨光文具,33272442.3,1879799.0,0.038382,3.23,2016-06-30,股票,0.0
837,260108.OF,2016-08-27,603737.SH,三棵树,154038.16,1327.0,0.000178,0.01,2016-06-30,股票,0.0
838,260108.OF,2016-08-27,601966.SH,玲珑轮胎,105670.18,8141.0,0.000122,0.01,2016-06-30,股票,0.0
839,260108.OF,2016-08-27,300518.SZ,盛讯达,61186.1,1306.0,7.1e-05,0.01,2016-06-30,股票,0.0
840,260108.OF,2016-08-27,300166.SZ,东方国信,27944877.0,989900.0,0.032236,2.71,2016-06-30,股票,0.0
841,260108.OF,2016-08-27,300145.SZ,中金环境,32820000.0,1500000.0,0.03786,3.19,2016-06-30,股票,0.0
842,260108.OF,2016-08-27,002805.SZ,丰元股份,5631.8,971.0,6e-06,0.0,2016-06-30,股票,0.0
843,260108.OF,2016-08-27,002799.SZ,环球印务,47131.2,1080.0,5.4e-05,0.0,2016-06-30,股票,0.0
844,260108.OF,2016-08-27,002798.SZ,帝欧家居,91555.2,1056.0,0.000106,0.01,2016-06-30,股票,0.0
845,260108.OF,2016-08-27,002299.SZ,圣农发展,25900000.0,1000000.0,0.029877,2.51,2016-06-30,股票,0.0
846,260108.OF,2016-08-27,000550.SZ,江铃汽车,10962000.0,450000.0,0.012645,1.06,2016-06-30,股票,0.0
847,260108.OF,2016-08-27,603958.SH,哈森股份,34394.0,2372.0,4e-05,0.0,2016-06-30,股票,0.0
848,260108.OF,2016-08-27,603909.SH,合诚股份,20126.1,1095.0,2.3e-05,0.0,2016-06-30,股票,0.0
849,260108.OF,2016-08-27,603131.SH,上海沪工,76664.1,1263.0,8.8e-05,0.01,2016-06-30,股票,0.0
850,260108.OF,2016-08-27,603016.SH,新宏泰,13600.98,1602.0,1.6e-05,0.0,2016-06-30,股票,0.0
851,260108.OF,2016-08-27,601127.SH,小康股份,206761.94,8662.0,0.000239,0.02,2016-06-30,股票,0.0
852,260108.OF,2016-08-27,600566.SH,济川药业,51478918.92,1999958.0,0.059385,5.0,2016-06-30,股票,0.0
853,260108.OF,2016-08-27,300520.SZ,科大国创,9306.3,926.0,1.1e-05,0.0,2016-06-30,股票,0.0
854,260108.OF,2016-08-27,300515.SZ,三德科技,63508.85,1355.0,7.3e-05,0.01,2016-06-30,股票,0.0
855,260108.OF,2016-08-27,300359.SZ,全通教育,21948844.9,740015.0,0.02532,2.13,2016-06-30,股票,0.0
856,260108.OF,2016-08-27,300203.SZ,聚光科技,8458216.8,320387.0,0.009757,0.82,2016-06-30,股票,0.0
857,260108.OF,2016-08-27,300133.SZ,华策影视,19928354.4,1279920.0,0.022989,1.93,2016-06-30,股票,0.0
858,260108.OF,2016-08-27,300048.SZ,合康新能,16464000.0,1400000.0,0.018992,1.6,2016-06-30,股票,0.0
859,260108.OF,2016-08-27,300017.SZ,网宿科技,47038588.8,699979.0,0.054262,4.57,2016-06-30,股票,0.0
860,260108.OF,2016-08-27,002672.SZ,东江环保,31830782.5,1779250.0,0.036719,3.09,2016-06-30,股票,0.0
861,260108.OF,2016-08-27,002572.SZ,索菲亚,86875591.92,1550796.0,0.100217,8.43,2016-06-30,股票,0.0
862,260108.OF,2016-08-27,002475.SZ,立讯精密,35031273.3,1782762.0,0.040411,3.4,2016-06-30,股票,0.0
863,260108.OF,2016-08-27,002303.SZ,美盈森,36746116.8,2989920.0,0.042389,3.57,2016-06-30,股票,0.0
864,260108.OF,2016-08-27,000333.SZ,美的集团,31144881.84,1313022.0,0.035928,3.02,2016-06-30,股票,0.0
865,260108.OF,2016-08-27,601611.SH,中国核建,520187.2,25009.0,0.0006,0.05,2016-06-30,股票,0.0
866,260108.OF,2016-08-27,600702.SH,ST舍得,28422486.36,1126089.0,0.032787,2.76,2016-06-30,股票,0.0
867,260108.OF,2016-08-27,600201.SH,生物股份,27330000.0,1000000.0,0.031527,2.65,2016-06-30,股票,0.0
868,260108.OF,2016-08-27,300516.SZ,久之洋,258025.41,1473.0,0.000298,0.03,2016-06-30,股票,0.0
869,260108.OF,2016-08-27,300244.SZ,迪安诊断,11872800.0,360000.0,0.013696,1.15,2016-06-30,股票,0.0
870,260108.OF,2016-08-27,300182.SZ,捷成股份,10965884.55,640905.0,0.01265,1.06,2016-06-30,股票,0.0
871,260108.OF,2016-08-27,002802.SZ,洪汇新材,24565.32,1629.0,2.8e-05,0.0,2016-06-30,股票,0.0
872,260108.OF,2016-08-27,002616.SZ,长青集团,52946480.7,2557801.0,0.061078,5.14,2016-06-30,股票,0.0
873,260108.OF,2016-08-27,002400.SZ,省广集团,8558682.3,605710.0,0.009873,0.83,2016-06-30,股票,0.0
874,260108.OF,2016-08-27,002311.SZ,海大集团,77273000.0,4900000.0,0.08914,7.5,2016-06-30,股票,0.0
875,260108.OF,2016-08-27,002250.SZ,联化科技,14320000.0,1000000.0,0.016519,1.39,2016-06-30,股票,0.0
876,260108.OF,2016-08-27,002236.SZ,大华股份,19650000.0,1500000.0,0.022668,1.91,2016-06-30,股票,0.0
877,260108.OF,2016-08-27,002123.SZ,梦网集团,11811921.66,568154.0,0.013626,1.15,2016-06-30,股票,0.0
878,260108.OF,2016-08-27,002008.SZ,大族激光,11418492.56,499934.0,0.013172,1.11,2016-06-30,股票,0.0
879,260108.OF,2016-08-27,002007.SZ,华兰生物,20653664.0,657760.0,0.023825,2.0,2016-06-30,股票,0.0
880,260108.OF,2016-08-27,001979.SZ,招商蛇口,14594736.0,1024192.0,0.016836,1.42,2016-06-30,股票,0.0
881,260108.OF,2016-08-27,000568.SZ,泸州老窖,37517901.3,1263229.0,0.04328,3.64,2016-06-30,股票,0.0
882,260108.OF,2017-03-29,603577.SH,汇金通,69642.6,2460.0,8.1e-05,0.01,2016-12-31,股票,0.0
883,260108.OF,2017-03-29,603228.SH,景旺电子,80851.56,3491.0,9.5e-05,0.01,2016-12-31,股票,0.0
884,260108.OF,2017-03-29,603032.SH,德新交运,9458.68,1628.0,1.1e-05,0.0,2016-12-31,股票,0.0
885,260108.OF,2017-03-29,601375.SH,中原证券,106780.0,26695.0,0.000125,0.01,2016-12-31,股票,0.0
886,260108.OF,2017-03-29,601333.SH,广深铁路,10793016.0,2128800.0,0.012628,1.09,2016-12-31,股票,0.0
887,260108.OF,2017-03-29,600519.SH,贵州茅台,20457665.45,61223.0,0.023936,2.06,2016-12-31,股票,0.0
888,260108.OF,2017-03-29,300591.SZ,万里马,7358.79,2397.0,9e-06,0.0,2016-12-31,股票,0.0
